Gender,Married,Age,Graduat,Profession,Experience,SpendingScore,FamilySize
Male,Yes,61.0,,Artist,1.0,,4.0
,Yes,89.0,,Lawyer,,High,2.0
,Yes,55.0,No,,2.0,Low,1.0
,Yes,88.0,,,,High,3.0
Female,Yes,43.0,,Artist,4.0,Average,2.0
Male,No,,No,,10.0,Low,3.0
Male,Yes,42.0,No,,,Average,4.0
Male,No,,,,1.0,Low,
Female,Yes,60.0,No,Lawyer,,High,2.0
Male,No,,Yes,,1.0,Low,1.0
,No,,Yes,Healthcare,,Low,
Female,No,31.0,Yes,Artist,2.0,,
Male,Yes,43.0,,Doctor,14.0,Low,
,No,,,Marketing,10.0,,3.0
,Yes,,No,,,Average,2.0
Female,No,,Yes,Artist,3.0,Low,
Female,No,21.0,,,8.0,Low,
Male,No,41.0,,Entertainment,7.0,,2.0
Male,Yes,48.0,,,,,
Male,No,,No,,1.0,Low,4.0
Male,No,26.0,Yes,Doctor,4.0,Low,3.0
Female,No,18.0,,Healthcare,0.0,Low,
,No,19.0,,,8.0,Low,
,Yes,42.0,,,,High,
Female,Yes,,No,,,Average,5.0
Female,Yes,,Yes,Artist,,Average,2.0
Male,No,33.0,No,,,,
Female,Yes,,,,,High,2.0
,Yes,71.0,Yes,Executive,0.0,High,
,Yes,,No,Entertainment,8.0,,
Female,Yes,85.0,Yes,,0.0,,2.0
,Yes,29.0,,Executive,1.0,High,3.0
Male,Yes,43.0,No,Executive,,,5.0
Female,No,52.0,Yes,Artist,1.0,Low,1.0
Male,Yes,,,Homemaker,,Average,2.0
Female,No,,,Doctor,,,4.0
,No,23.0,No,,,Low,3.0
Female,No,39.0,,Artist,,Low,1.0
Male,Yes,39.0,Yes,Entertainment,1.0,,2.0
Female,Yes,46.0,,,5.0,,2.0
Male,No,33.0,,Marketing,0.0,Low,4.0
Male,Yes,53.0,Yes,Executive,,High,4.0
,Yes,62.0,Yes,Artist,,Low,
Male,Yes,46.0,Yes,,1.0,Average,5.0
,Yes,,Yes,Artist,0.0,Average,2.0
Male,No,62.0,Yes,Entertainment,,,4.0
Female,No,31.0,Yes,Healthcare,,,2.0
,No,25.0,No,Artist,,Low,
Male,No,23.0,No,Marketing,0.0,,
Male,No,22.0,No,,,,6.0
Female,Yes,,,Artist,1.0,,
,Yes,68.0,,Artist,,,
,No,25.0,No,,,Low,
Female,No,,No,Artist,0.0,,
,Yes,27.0,,,0.0,Low,6.0
Male,Yes,38.0,Yes,Entertainment,,,3.0
,No,33.0,No,,,Low,1.0
Female,Yes,46.0,No,Artist,5.0,,
,Yes,,Yes,Artist,1.0,Low,
Female,Yes,41.0,,Artist,,,2.0
,No,,No,,,Low,1.0
Female,No,19.0,,,1.0,Low,5.0
,Yes,82.0,,Executive,1.0,,2.0
Female,Yes,,,Doctor,1.0,Low,1.0
,Yes,,,Artist,,,2.0
Female,Yes,77.0,Yes,Lawyer,0.0,High,
,Yes,69.0,Yes,Executive,,Low,
Male,Yes,40.0,Yes,Artist,,,3.0
Male,Yes,61.0,Yes,Artist,,Low,1.0
,Yes,,,Artist,,,5.0
Male,Yes,,Yes,,0.0,,
,Yes,89.0,,,0.0,High,3.0
Male,Yes,30.0,No,,,,3.0
,Yes,47.0,,,,Average,
,No,22.0,No,,0.0,,3.0
Female,No,42.0,Yes,,7.0,Low,3.0
,Yes,69.0,,Artist,0.0,High,2.0
,No,30.0,,,0.0,Low,
Male,Yes,,No,Executive,12.0,,
,No,,,Artist,1.0,Low,1.0
Male,Yes,30.0,,Engineer,1.0,,3.0
,Yes,47.0,Yes,,7.0,,4.0
Female,Yes,81.0,No,Lawyer,,High,
Male,Yes,42.0,No,,0.0,Average,3.0
Female,No,,,Artist,1.0,Low,1.0
Female,No,,No,Entertainment,,Low,
,Yes,,Yes,Artist,8.0,,
Female,Yes,,Yes,Artist,,Average,
Male,Yes,35.0,Yes,,,Low,
,No,43.0,Yes,Doctor,0.0,Low,
Female,No,,,Healthcare,,,
,No,28.0,,Engineer,1.0,,6.0
Male,Yes,,,Artist,0.0,Average,2.0
,Yes,71.0,Yes,Lawyer,0.0,High,2.0
Female,Yes,36.0,Yes,Homemaker,0.0,Average,2.0
Female,No,,Yes,,1.0,Low,
,Yes,,,Artist,,Low,
,Yes,77.0,Yes,Lawyer,0.0,Low,1.0
Male,Yes,50.0,Yes,Artist,1.0,,4.0
Female,Yes,50.0,Yes,Artist,,Average,
Female,No,40.0,Yes,Healthcare,,Low,2.0
Female,Yes,43.0,,,9.0,,2.0
Male,No,37.0,No,Entertainment,,Low,1.0
,Yes,35.0,Yes,,,,
Female,Yes,,Yes,Lawyer,0.0,High,3.0
Female,Yes,46.0,,Artist,0.0,,
Male,Yes,35.0,No,Entertainment,1.0,Average,4.0
Female,Yes,,No,,0.0,,2.0
Male,No,63.0,No,,7.0,,1.0
,Yes,,Yes,,9.0,Average,5.0
Female,Yes,55.0,Yes,,,Low,
Male,No,37.0,Yes,Healthcare,,,4.0
,No,,,Artist,0.0,,
Male,No,28.0,Yes,Healthcare,4.0,Low,4.0
Female,Yes,,,Engineer,,High,3.0
Male,No,38.0,,Artist,,Low,2.0
,Yes,57.0,Yes,Artist,1.0,,5.0
Female,No,,No,Entertainment,,Low,1.0
Female,Yes,,,Lawyer,4.0,High,
,Yes,81.0,,Lawyer,1.0,,1.0
Female,No,21.0,No,,1.0,Low,8.0
,No,,Yes,,1.0,Low,2.0
Male,No,38.0,Yes,Artist,0.0,Low,
Female,Yes,,Yes,Artist,,Average,
,No,33.0,,Artist,10.0,Low,1.0
Male,Yes,,Yes,Artist,8.0,Average,
,Yes,39.0,Yes,Artist,1.0,Average,4.0
Female,Yes,59.0,Yes,,0.0,,
Female,Yes,,Yes,Artist,,,4.0
Male,Yes,80.0,Yes,,1.0,Low,1.0
Male,Yes,,No,Entertainment,6.0,Low,3.0
Male,Yes,75.0,Yes,Lawyer,2.0,Low,
Female,No,29.0,No,,,,
,No,33.0,Yes,Engineer,,Low,2.0
Female,Yes,63.0,,Artist,1.0,Low,2.0
,No,33.0,Yes,Entertainment,9.0,Low,6.0
Male,No,,,Healthcare,8.0,Low,4.0
Male,Yes,,Yes,,,Average,
Female,Yes,,Yes,Artist,,Average,3.0
Male,Yes,35.0,Yes,,6.0,Low,5.0
,Yes,29.0,Yes,Healthcare,6.0,,2.0
Female,Yes,31.0,,,0.0,,
,Yes,,Yes,,0.0,Low,4.0
Male,No,22.0,,Healthcare,,,
Female,Yes,57.0,Yes,Artist,,Average,3.0
Female,Yes,,No,Engineer,1.0,Average,6.0
Male,No,78.0,,Entertainment,,Low,1.0
,Yes,77.0,Yes,Lawyer,6.0,High,2.0
Male,Yes,,Yes,,1.0,,2.0
Male,Yes,,Yes,,,High,
,Yes,,Yes,,,Low,2.0
Female,No,72.0,,,,,2.0
Male,Yes,71.0,No,Executive,1.0,Average,2.0
Female,No,25.0,,Engineer,,,
Male,Yes,,,,,High,
,Yes,61.0,Yes,Executive,,Low,
Male,Yes,48.0,Yes,,5.0,,
,No,28.0,No,Healthcare,0.0,Low,4.0
,Yes,43.0,,Entertainment,,Average,2.0
Female,No,18.0,No,Healthcare,,,3.0
Male,Yes,,,,,,2.0
Male,Yes,,Yes,Artist,14.0,Low,1.0
Male,No,32.0,,Healthcare,,Low,
Male,No,27.0,Yes,Healthcare,,Low,4.0
Female,No,21.0,No,,3.0,,2.0
Female,No,28.0,,,10.0,Low,2.0
Male,Yes,43.0,Yes,,3.0,,3.0
Female,Yes,38.0,,Engineer,,Average,5.0
,Yes,,Yes,,,Average,4.0
Male,Yes,25.0,,Artist,3.0,,2.0
,Yes,,,,8.0,,3.0
,No,27.0,Yes,Doctor,,Low,1.0
Male,Yes,37.0,,Artist,,,3.0
Female,Yes,57.0,No,Engineer,,Low,
,Yes,86.0,,Healthcare,0.0,Low,1.0
Male,Yes,56.0,No,,1.0,High,8.0
Female,No,27.0,Yes,,9.0,Low,
Male,Yes,70.0,,Executive,1.0,,
Female,No,,No,,,Low,4.0
,Yes,35.0,Yes,Doctor,,,2.0
Male,No,,,Healthcare,2.0,Low,2.0
Male,Yes,40.0,,Artist,1.0,Average,4.0
Female,Yes,43.0,Yes,,0.0,,2.0
,Yes,,,,9.0,Low,2.0
,Yes,,Yes,Lawyer,,Low,
Female,No,28.0,No,Entertainment,1.0,,4.0
Female,No,39.0,No,,,Low,
,No,,Yes,Artist,,,
Female,Yes,41.0,Yes,Artist,8.0,Average,2.0
,No,29.0,No,,,,3.0
,Yes,45.0,,Artist,1.0,,
,Yes,45.0,Yes,Artist,,High,5.0
,No,,,Entertainment,5.0,Low,2.0
Female,Yes,28.0,,,9.0,,3.0
,No,,,Healthcare,,,3.0
,Yes,69.0,Yes,Lawyer,,,2.0
,Yes,53.0,Yes,Artist,1.0,Average,
Female,Yes,81.0,,Lawyer,1.0,,2.0
,Yes,,,,,,5.0
Female,Yes,45.0,,Artist,,,2.0
Female,Yes,28.0,No,Entertainment,,,
Male,Yes,,No,,0.0,,3.0
,Yes,51.0,Yes,,,,3.0
Male,No,27.0,No,Entertainment,0.0,,
,No,27.0,Yes,Entertainment,8.0,Low,3.0
,Yes,30.0,Yes,,1.0,High,2.0
Female,No,21.0,No,Healthcare,1.0,Low,4.0
,No,,,Entertainment,1.0,,2.0
Male,Yes,57.0,No,,1.0,High,3.0
Female,Yes,78.0,Yes,Lawyer,1.0,High,
,Yes,,Yes,Homemaker,8.0,Average,3.0
,Yes,75.0,No,Executive,1.0,,2.0
Female,Yes,39.0,,Homemaker,,Low,1.0
Female,Yes,,Yes,,4.0,Low,1.0
Female,No,,,,0.0,Low,3.0
Female,Yes,37.0,Yes,Artist,,Average,3.0
Male,Yes,31.0,,Healthcare,2.0,,2.0
Female,No,,,,1.0,Low,4.0
Male,No,,,,,Low,2.0
Female,Yes,59.0,Yes,Artist,3.0,High,5.0
Male,Yes,39.0,Yes,,0.0,Average,
,Yes,,,Engineer,,,1.0
,No,,Yes,Artist,9.0,,1.0
Female,Yes,,,Artist,7.0,Low,
Male,Yes,32.0,Yes,Entertainment,1.0,,2.0
,Yes,38.0,No,,1.0,,2.0
,Yes,,Yes,Artist,,,
,No,21.0,,Healthcare,0.0,Low,6.0
Male,Yes,70.0,No,Lawyer,,Low,
Male,No,,,Healthcare,,,4.0
,No,,,,0.0,,
,No,33.0,No,Marketing,,Low,3.0
Male,Yes,,,,,,2.0
Female,Yes,77.0,,Lawyer,1.0,,2.0
Female,Yes,,Yes,,8.0,Low,
,Yes,,Yes,Healthcare,1.0,Average,
,Yes,,Yes,Engineer,1.0,,6.0
Female,No,,Yes,,,,3.0
Male,No,18.0,,,,,
Female,Yes,,Yes,,,,
Male,Yes,,Yes,Artist,,Low,
Female,No,32.0,,Healthcare,8.0,Low,4.0
Female,No,42.0,No,Homemaker,,Low,1.0
,Yes,46.0,Yes,Artist,1.0,Low,1.0
,Yes,53.0,Yes,Entertainment,,Low,3.0
Male,Yes,41.0,Yes,Artist,1.0,Average,3.0
,No,,,Healthcare,,Low,
Male,Yes,62.0,No,,0.0,High,2.0
Male,No,31.0,,Healthcare,,,
Female,No,58.0,Yes,Engineer,1.0,Low,1.0
,Yes,36.0,Yes,Artist,4.0,Low,1.0
Female,No,,Yes,Entertainment,0.0,,
Female,Yes,47.0,Yes,Doctor,,Average,4.0
Female,No,36.0,,Engineer,9.0,Low,
Male,No,36.0,Yes,Artist,0.0,Low,
Female,Yes,,,Artist,,High,4.0
Male,Yes,49.0,Yes,,,Average,2.0
Male,No,33.0,No,,0.0,Low,
,Yes,49.0,,Homemaker,8.0,,
Male,Yes,25.0,Yes,,,Low,4.0
Male,Yes,,Yes,,3.0,,1.0
Male,No,36.0,Yes,,,Low,4.0
Male,No,26.0,No,Engineer,7.0,,1.0
,Yes,45.0,,,1.0,,
Female,Yes,41.0,Yes,,,Average,4.0
,Yes,69.0,Yes,,0.0,Low,2.0
Male,Yes,,,Entertainment,1.0,Average,4.0
Male,Yes,,Yes,Artist,8.0,,2.0
Male,Yes,,No,Executive,1.0,Low,4.0
Female,Yes,,Yes,Artist,1.0,,
,Yes,45.0,Yes,Artist,1.0,Average,
,Yes,50.0,Yes,Executive,4.0,High,
,Yes,57.0,,Doctor,0.0,,4.0
Male,Yes,70.0,Yes,Lawyer,,High,2.0
,Yes,,No,,1.0,Low,3.0
,Yes,,Yes,Lawyer,,,
Female,No,30.0,Yes,,,Low,5.0
,Yes,43.0,Yes,,,Average,4.0
Male,No,,Yes,,7.0,Low,1.0
Male,Yes,74.0,No,Lawyer,0.0,,1.0
Male,No,,,Marketing,0.0,,
Female,Yes,,Yes,Marketing,2.0,,
,Yes,41.0,,Executive,,High,5.0
,Yes,,,Lawyer,1.0,Average,
Male,Yes,,Yes,Artist,0.0,Average,
,No,,,,3.0,Low,4.0
,Yes,,,Homemaker,9.0,Average,2.0
Female,Yes,37.0,No,Entertainment,1.0,Average,2.0
Male,Yes,,,,,High,2.0
,Yes,78.0,No,,0.0,,
Male,No,19.0,No,,9.0,Low,3.0
,No,38.0,Yes,Artist,8.0,,
Male,No,,No,Entertainment,0.0,,
Female,Yes,28.0,No,,9.0,Low,1.0
,Yes,73.0,,Executive,,Low,3.0
,Yes,84.0,No,Lawyer,1.0,,2.0
Male,No,21.0,No,Healthcare,7.0,Low,4.0
Male,Yes,,,Lawyer,0.0,,2.0
Male,No,20.0,No,Healthcare,,Low,
Male,No,59.0,,Entertainment,,Low,1.0
,Yes,,Yes,,0.0,,3.0
Male,Yes,55.0,Yes,,0.0,Low,4.0
,Yes,41.0,,,0.0,Low,2.0
,Yes,48.0,Yes,,,,
Male,Yes,,Yes,Executive,1.0,High,4.0
Male,Yes,52.0,,Artist,,Average,
,No,25.0,,,8.0,Low,1.0
Male,Yes,,Yes,Artist,0.0,Low,2.0
,Yes,80.0,,Lawyer,,,2.0
,Yes,,No,,,Low,7.0
Male,Yes,48.0,,Artist,1.0,Average,
Female,Yes,47.0,Yes,Doctor,1.0,Average,2.0
Female,Yes,47.0,Yes,Doctor,1.0,Average,2.0
Female,Yes,,No,Lawyer,1.0,High,
Female,Yes,38.0,,Engineer,1.0,Low,1.0
,No,,Yes,,3.0,Low,3.0
Male,Yes,,Yes,Entertainment,0.0,Average,
Female,Yes,52.0,No,Engineer,6.0,Average,
Male,Yes,67.0,,Lawyer,,High,2.0
,No,33.0,Yes,Entertainment,1.0,,
Male,Yes,,No,,1.0,High,
Male,Yes,65.0,No,Entertainment,,,4.0
Female,No,25.0,No,Marketing,1.0,Low,
Male,Yes,27.0,,,,Low,4.0
Male,Yes,,No,Doctor,1.0,,4.0
Male,Yes,,,Engineer,,,3.0
Female,No,42.0,,,1.0,Low,
Male,Yes,46.0,,Artist,,Average,4.0
Female,No,23.0,No,,1.0,Low,3.0
Male,Yes,,Yes,Lawyer,0.0,High,2.0
,Yes,40.0,Yes,Entertainment,12.0,Low,6.0
Female,Yes,48.0,Yes,,,Average,2.0
Female,No,55.0,Yes,,3.0,Low,1.0
,Yes,36.0,,,1.0,Low,
Male,Yes,41.0,Yes,,12.0,Average,2.0
,No,32.0,,,0.0,Low,
Male,Yes,37.0,,,8.0,Average,2.0
,No,,No,Healthcare,0.0,,2.0
Female,Yes,79.0,,Lawyer,1.0,Low,
Male,Yes,,Yes,,0.0,,4.0
Male,Yes,,Yes,Executive,0.0,High,4.0
Male,Yes,53.0,Yes,,,Average,4.0
Male,No,20.0,No,,8.0,Low,
,Yes,78.0,No,Lawyer,1.0,High,2.0
Male,No,,Yes,Doctor,6.0,,5.0
Male,No,23.0,,Healthcare,,,
,Yes,40.0,Yes,,,Average,2.0
,No,,,Engineer,0.0,Low,
,Yes,45.0,Yes,,,Low,
,Yes,,No,,1.0,Average,2.0
Female,No,20.0,No,Healthcare,0.0,Low,
,Yes,,,,6.0,Average,
,No,,Yes,Healthcare,1.0,Low,
Male,No,,,Healthcare,0.0,,3.0
Female,No,27.0,No,Doctor,1.0,Low,
Female,No,26.0,,,0.0,Low,
,Yes,55.0,,Artist,0.0,,
Female,Yes,41.0,No,Engineer,,Average,
Male,No,25.0,No,,0.0,Low,4.0
Female,Yes,67.0,,Artist,1.0,,2.0
Female,Yes,25.0,,,,Average,2.0
Male,Yes,87.0,Yes,Lawyer,,,
Male,Yes,,,,,Low,
Female,Yes,,,,4.0,Low,1.0
Male,No,42.0,,Doctor,1.0,Low,
,No,,,Healthcare,,Low,4.0
Female,No,20.0,No,Healthcare,0.0,Low,3.0
,Yes,51.0,,Entertainment,,,
Female,Yes,,,Lawyer,0.0,Low,1.0
,No,33.0,Yes,Healthcare,,Low,
Female,No,55.0,Yes,Artist,,Low,1.0
Male,No,22.0,No,Healthcare,1.0,Low,3.0
Female,No,,,Engineer,,Low,3.0
,Yes,,Yes,Artist,0.0,Low,3.0
,Yes,,No,,13.0,Average,3.0
Female,No,26.0,Yes,,9.0,Low,1.0
Male,No,,Yes,,9.0,Low,2.0
Male,No,,,,1.0,Low,
Female,No,31.0,Yes,Entertainment,1.0,Low,1.0
,Yes,,Yes,Entertainment,9.0,Average,5.0
Male,Yes,,,Entertainment,0.0,Low,2.0
Female,Yes,,Yes,Artist,,,
,No,40.0,Yes,Entertainment,5.0,Low,1.0
Male,No,,,Healthcare,9.0,,3.0
Male,No,,,Healthcare,1.0,,4.0
Male,Yes,46.0,Yes,Artist,,,2.0
,Yes,39.0,Yes,,8.0,High,2.0
,Yes,,,Lawyer,0.0,,9.0
Male,No,40.0,Yes,,0.0,Low,1.0
,Yes,36.0,No,Engineer,,Average,
Female,No,18.0,,Healthcare,,Low,4.0
Male,Yes,,,,,High,2.0
Female,Yes,67.0,No,,,Average,4.0
Female,Yes,50.0,Yes,,,,
Male,Yes,,Yes,Artist,4.0,Average,3.0
,No,,No,,0.0,Low,5.0
Male,No,19.0,No,,9.0,Low,4.0
Male,No,,,Healthcare,0.0,Low,
Female,Yes,,Yes,Artist,9.0,,
Female,No,26.0,No,Engineer,5.0,,2.0
,Yes,58.0,Yes,,7.0,,
Female,No,28.0,Yes,Artist,1.0,Low,2.0
Female,Yes,,Yes,,1.0,,
,No,,,,,Low,
Male,Yes,49.0,Yes,Entertainment,7.0,Average,4.0
,No,,No,,0.0,Low,3.0
Male,No,,No,Doctor,0.0,,
Male,Yes,55.0,Yes,Artist,2.0,Low,2.0
Female,No,,Yes,Engineer,0.0,Low,3.0
,No,,,Healthcare,10.0,Low,4.0
Male,Yes,72.0,Yes,Executive,1.0,High,5.0
Female,No,,Yes,Artist,1.0,,1.0
Female,Yes,,,Artist,,Low,
,No,32.0,Yes,,9.0,,
Female,Yes,28.0,Yes,,10.0,,2.0
Male,Yes,19.0,No,Entertainment,1.0,Low,
Male,Yes,,Yes,Artist,2.0,High,
Male,No,29.0,No,Doctor,,Low,3.0
Female,Yes,,,Homemaker,12.0,,
Male,No,27.0,,Healthcare,1.0,Low,5.0
Female,No,47.0,Yes,,0.0,Low,
,Yes,61.0,No,Entertainment,1.0,Low,1.0
Female,Yes,75.0,,Lawyer,,High,
,No,19.0,No,,,Low,
Male,Yes,,,,,Average,
Male,Yes,59.0,Yes,Artist,3.0,,
Male,Yes,,,Homemaker,8.0,Low,1.0
Female,No,,Yes,,1.0,Low,1.0
Male,No,,Yes,Entertainment,9.0,,4.0
,Yes,37.0,Yes,,,,2.0
Male,Yes,,,Executive,3.0,High,
Male,Yes,52.0,Yes,Entertainment,,,3.0
Male,No,,Yes,Artist,,Low,3.0
Male,No,,Yes,,1.0,,
,No,23.0,No,Doctor,1.0,Low,5.0
Male,No,35.0,No,Doctor,,,3.0
,Yes,,,Artist,2.0,,2.0
,Yes,43.0,,Entertainment,7.0,Low,2.0
Male,Yes,,No,Engineer,1.0,,2.0
Female,No,50.0,No,Engineer,1.0,,1.0
,No,,,Healthcare,3.0,,
Female,No,,No,Healthcare,8.0,,
,Yes,31.0,No,Homemaker,9.0,,2.0
,No,31.0,,Healthcare,9.0,Low,
,Yes,41.0,,Executive,,Average,5.0
,Yes,,No,,1.0,Low,1.0
Female,No,22.0,,,8.0,,5.0
Male,Yes,,,,1.0,Low,5.0
,No,23.0,No,Healthcare,0.0,,
,Yes,,No,Lawyer,0.0,Low,1.0
Female,Yes,68.0,Yes,Artist,4.0,Low,2.0
Female,No,30.0,No,Healthcare,,Low,4.0
,No,26.0,,,1.0,Low,1.0
Male,Yes,,,Lawyer,1.0,Low,1.0
,Yes,32.0,Yes,Doctor,,,
Female,No,36.0,,,1.0,Low,1.0
Male,No,18.0,No,Entertainment,,,5.0
Male,No,30.0,,Healthcare,8.0,Low,4.0
,No,46.0,Yes,Artist,9.0,Low,1.0
,Yes,33.0,Yes,,0.0,Low,2.0
Male,No,19.0,,,,Low,
Male,No,33.0,Yes,Entertainment,0.0,,4.0
Female,Yes,,Yes,,,,1.0
Male,Yes,26.0,,Artist,6.0,Average,2.0
Female,No,30.0,Yes,,6.0,Low,1.0
Female,No,33.0,Yes,Entertainment,1.0,Low,4.0
Female,Yes,27.0,,,,Average,4.0
,Yes,65.0,Yes,Artist,0.0,,2.0
Male,Yes,,No,Lawyer,1.0,Low,2.0
Female,No,20.0,,,0.0,,4.0
Female,No,27.0,,,6.0,,7.0
,Yes,,,Lawyer,,Low,
Female,Yes,51.0,Yes,Doctor,,Average,4.0
Male,No,,No,Healthcare,,,
,Yes,63.0,Yes,Artist,5.0,,1.0
Male,Yes,36.0,Yes,Engineer,,Average,
Male,Yes,,Yes,,,High,4.0
,Yes,,,Executive,0.0,,4.0
Male,No,51.0,,Artist,0.0,Low,3.0
Male,No,43.0,Yes,Engineer,0.0,Low,
,Yes,,Yes,Artist,0.0,Average,2.0
Female,No,,Yes,,1.0,,
Female,Yes,,,,,Average,5.0
,No,,No,Doctor,,Low,
Female,Yes,37.0,,Entertainment,5.0,Average,2.0
Male,Yes,,,Artist,8.0,Average,3.0
Female,Yes,26.0,Yes,Healthcare,,,7.0
,Yes,40.0,Yes,Artist,0.0,,2.0
Male,Yes,41.0,,Entertainment,,Average,4.0
Male,Yes,66.0,Yes,Artist,2.0,,1.0
,Yes,80.0,Yes,Lawyer,,,
Female,Yes,,No,Engineer,0.0,,5.0
Female,Yes,42.0,No,,1.0,,4.0
Female,No,,Yes,Artist,1.0,Low,
,No,53.0,No,Lawyer,1.0,Low,1.0
Male,No,,No,,,,2.0
Female,Yes,52.0,,,7.0,Average,
Male,Yes,33.0,No,Executive,,High,
Male,No,19.0,No,,1.0,Low,3.0
Male,Yes,53.0,Yes,Artist,,Average,
,Yes,50.0,Yes,,0.0,Average,8.0
,No,26.0,No,Engineer,0.0,Low,
Male,No,20.0,,Healthcare,1.0,Low,3.0
Female,Yes,53.0,Yes,Executive,0.0,High,4.0
,Yes,,Yes,Artist,,,2.0
,Yes,48.0,Yes,Executive,0.0,,3.0
Male,Yes,56.0,No,Executive,0.0,High,4.0
Female,No,66.0,Yes,Artist,0.0,Low,1.0
,Yes,,No,Entertainment,8.0,,4.0
,Yes,50.0,,Entertainment,,,2.0
Female,Yes,51.0,Yes,Artist,,,
,No,30.0,No,Healthcare,,,
,No,30.0,,Executive,,,
,No,50.0,,,9.0,,1.0
Male,Yes,61.0,Yes,,,,1.0
,No,19.0,No,Healthcare,0.0,Low,
,No,,No,,0.0,Low,
Female,No,,Yes,Healthcare,9.0,,
Female,Yes,47.0,Yes,Engineer,,Low,4.0
Male,No,,,,,Low,4.0
,Yes,33.0,,Healthcare,11.0,,2.0
Female,No,25.0,Yes,,,Low,2.0
Female,No,,,,1.0,,4.0
,No,,,Homemaker,,,2.0
Female,Yes,,,,1.0,High,
,Yes,37.0,Yes,Engineer,,,
Male,No,53.0,Yes,Artist,1.0,,1.0
Female,Yes,,Yes,Artist,,Low,2.0
,Yes,,Yes,Lawyer,1.0,,
Male,Yes,60.0,,,0.0,High,3.0
Male,No,48.0,Yes,Artist,4.0,,1.0
,No,32.0,No,Healthcare,,,4.0
,No,48.0,Yes,,1.0,Low,
Female,No,33.0,Yes,Entertainment,,Low,1.0
,Yes,,No,Engineer,,Low,2.0
,Yes,38.0,,,1.0,Average,
Female,Yes,,Yes,,0.0,Low,1.0
Female,No,41.0,Yes,Entertainment,1.0,,
Female,Yes,43.0,Yes,Engineer,,High,
,Yes,,Yes,Artist,0.0,Average,2.0
Female,Yes,47.0,Yes,,,Average,2.0
,No,28.0,Yes,,1.0,Low,
Male,No,,,Healthcare,1.0,Low,2.0
,Yes,,,Artist,0.0,,3.0
,Yes,,,Executive,,High,
Female,Yes,28.0,No,,1.0,,
,No,,,Artist,,Low,1.0
,Yes,,,Marketing,1.0,High,
Female,Yes,81.0,,Lawyer,0.0,Average,2.0
Male,No,,,Entertainment,1.0,Low,4.0
Male,Yes,,Yes,Artist,5.0,Average,
Female,Yes,41.0,Yes,Artist,1.0,Average,3.0
Male,Yes,43.0,Yes,Artist,9.0,Average,
,Yes,68.0,No,Doctor,8.0,Average,2.0
Female,Yes,58.0,Yes,Artist,7.0,Low,2.0
Male,Yes,51.0,Yes,Entertainment,1.0,Average,5.0
,Yes,47.0,Yes,Artist,0.0,,
,Yes,55.0,,Homemaker,,Average,
Female,No,39.0,,,9.0,Low,
Female,No,33.0,,,1.0,Low,5.0
Female,Yes,62.0,Yes,Artist,,,1.0
Male,Yes,51.0,No,Executive,,High,4.0
Male,No,29.0,Yes,Entertainment,,,3.0
Female,No,48.0,,,4.0,,
Male,No,41.0,No,Engineer,9.0,Low,7.0
,No,,Yes,Healthcare,9.0,Low,
Female,No,20.0,No,Healthcare,0.0,,3.0
Female,Yes,,Yes,,0.0,Average,4.0
,Yes,,Yes,Lawyer,1.0,,2.0
,No,25.0,Yes,,9.0,Low,1.0
,Yes,57.0,Yes,Doctor,,,
Female,Yes,40.0,Yes,Engineer,,Average,4.0
Male,Yes,,No,Doctor,9.0,Low,2.0
Female,Yes,31.0,Yes,Engineer,1.0,Low,
Female,Yes,,,,1.0,,1.0
Female,No,41.0,Yes,Artist,9.0,Low,1.0
Male,Yes,57.0,Yes,Artist,0.0,Average,3.0
Female,Yes,,Yes,Marketing,,,
,Yes,,Yes,Artist,1.0,Low,
Male,No,40.0,,Engineer,,,2.0
Male,Yes,89.0,,Lawyer,,Low,2.0
Male,Yes,61.0,Yes,Executive,0.0,High,2.0
Female,Yes,38.0,,Entertainment,3.0,,3.0
Female,Yes,58.0,,,5.0,,3.0
Female,Yes,,Yes,Artist,0.0,Average,2.0
Female,No,,,,,Low,
Male,Yes,39.0,Yes,Entertainment,,,2.0
Female,Yes,,,Engineer,1.0,Average,
,Yes,38.0,Yes,,8.0,Average,
Male,Yes,28.0,,Artist,,Average,2.0
,Yes,35.0,Yes,Artist,7.0,High,4.0
Female,Yes,70.0,Yes,Lawyer,1.0,,
Male,Yes,,No,Executive,4.0,High,4.0
Male,Yes,,No,Entertainment,,,
Female,Yes,57.0,,Artist,,Low,1.0
Male,Yes,,Yes,Entertainment,0.0,Average,4.0
Female,No,,Yes,Executive,,,1.0
Male,Yes,27.0,,Healthcare,,High,3.0
Female,No,,,,1.0,Low,1.0
,Yes,,,,0.0,,4.0
,Yes,,,Executive,,Low,
Male,Yes,,,,,Low,1.0
Female,Yes,89.0,,,,Low,
Male,Yes,,Yes,Executive,,Low,3.0
Female,No,53.0,Yes,,9.0,,1.0
,Yes,49.0,Yes,Artist,1.0,Average,
Female,No,28.0,No,,,Low,5.0
,Yes,52.0,Yes,Executive,,High,
,Yes,43.0,Yes,Executive,,,4.0
Male,Yes,38.0,No,Artist,8.0,High,
Female,Yes,,,Homemaker,,Average,2.0
Male,No,18.0,,Healthcare,,Low,
,Yes,59.0,Yes,Entertainment,,Low,3.0
,No,22.0,No,,1.0,Low,3.0
Male,No,32.0,Yes,Doctor,0.0,,4.0
