alcohol,density,volatile acidity,free sulfur dioxide,qualitywhite
10.7,0.9948,0.16,20.0,6
10.2,0.9945,0.08,18.0,6
10.1,0.9942,0.25,26.0,6
10.4,0.9952,0.16,57.0,6
9.5,0.9942,0.25,13.0,4
9.1,0.9958,0.32,8.0,3
10.6,0.9918,0.28,20.0,6
9.4,0.9932,0.15,17.0,6
9.8,1.0004,0.25,44.0,6
9.5,0.9972,0.26,68.0,6
9.3,0.9998,0.16,52.0,5
10.3,0.9918,185.0,28.0,6
11.1,0.9918,0.2,8.0,5
10.0,0.9964,0.3,47.0,5
12.3,0.9936,0.34,39.0,8
12.4,0.9931,0.35,42.0,8
12.3,0.9938,0.29,45.0,7
10.4,0.9934,0.62,6.0,5
12.1,0.99,0.27,35.0,7
12.5,0.9914,0.27,23.0,6
13.0,0.9904,0.51,14.0,6
11.0,994.0,0.19,26.0,7
10.1,0.9938,0.2,34.0,5
9.2,0.9933,0.3,17.0,5
12.6,0.9909,0.36,24.0,7
12.2,0.9942,0.17,24.0,8
9.8,0.9945,0.18,39.0,7
11.0,0.9954,0.2,51.0,6
10.0,996.0,0.26,59.0,6
9.8,0.9991,0.21,50.0,6
10.5,993.0,0.2,15.0,5
10.0,0.9942,0.18,10.0,5
11.2,0.9934,0.23,15.0,6
11.0,0.9939,0.22,29.0,7
11.2,0.9937,0.22,48.0,6
11.0,994.0,0.19,26.0,7
10.5,0.9926,155.0,34.0,6
10.6,0.9951,0.22,53.0,6
10.6,0.9952,0.24,52.0,6
12.0,0.9935,0.23,22.0,6
10.1,0.9938,0.2,34.0,5
10.1,0.9939,0.2,38.0,6
9.2,0.9933,0.3,17.0,5
11.0,0.9927,0.21,15.0,5
10.0,998.0,0.25,31.0,6
8.7,0.9997,0.21,41.0,6
8.7,0.9981,0.27,47.0,5
11.1,992.0,0.27,33.0,6
11.0,0.9954,0.28,48.0,6
11.1,992.0,0.27,33.0,6
8.7,0.9997,0.21,41.0,6
8.7,0.9981,0.27,47.0,5
11.2,0.9943,0.3,26.0,7
11.1,0.9941,0.23,61.0,7
10.8,0.9936,0.26,32.0,6
9.0,0.9996,0.18,44.0,6
10.3,0.9932,0.15,17.0,6
9.9,0.9926,0.13,6.0,5
10.0,0.9936,0.28,32.0,6
9.8,992.0,0.17,26.0,6
10.8,0.9936,0.26,32.0,6
9.0,0.9996,0.18,44.0,6
9.1,993.0,0.53,29.0,4
10.6,0.9924,0.16,27.0,6
10.6,0.9928,0.14,28.0,6
9.9,0.9926,0.13,6.0,5
10.6,0.9952,0.12,33.0,6
9.9,0.9945,0.29,35.0,6
9.9,0.9945,0.3,36.0,6
12.8,0.9903,0.36,32.0,6
10.3,0.9932,0.15,17.0,6
10.6,0.9953,0.18,36.0,6
8.7,0.9936,0.19,45.0,6
12.6,0.9912,0.21,44.0,7
11.0,0.9962,0.3,25.0,7
11.2,0.9965,0.42,32.0,7
10.7,0.9932,0.24,35.0,7
9.6,0.9967,0.23,45.0,6
10.6,0.9953,0.18,36.0,6
9.0,0.9963,0.43,12.0,4
10.5,992.0,0.35,14.0,4
12.8,991.0,0.3,33.0,6
10.1,0.9958,0.28,10.0,5
12.2,0.99,0.34,26.0,7
12.8,991.0,0.3,33.0,6
10.1,0.9958,0.28,10.0,5
10.1,0.9938,0.19,29.0,6
9.2,0.9996,0.18,36.0,5
9.9,0.9946,0.19,19.0,5
9.7,0.9974,0.3,49.0,6
9.9,0.9945,0.3,35.0,5
9.9,0.9946,0.3,36.0,5
9.7,0.9974,0.3,49.0,6
10.3,0.9957,0.22,50.0,6
10.3,0.9931,0.26,21.0,5
10.5,0.9947,0.17,23.0,4
10.5,0.9953,0.17,61.0,6
9.8,0.9931,0.27,20.0,6
10.6,0.9946,0.64,17.0,4
10.1,0.9978,0.18,54.0,5
9.0,0.9989,0.31,50.0,4
9.5,1.0004,0.31,13.0,5
11.5,0.9938,0.3,32.0,6
11.9,0.9934,0.24,46.0,7
10.1,0.9978,0.18,54.0,5
9.2,0.9956,0.25,52.0,6
8.7,0.9982,0.3,46.0,5
9.8,0.9948,0.31,34.0,5
9.2,0.9956,0.25,52.0,6
8.7,0.9982,0.3,46.0,5
11.2,0.9926,0.27,27.0,6
12.3,991.0,0.14,30.0,6
10.4,0.9945,0.12,49.0,6
10.7,0.9916,0.21,25.0,6
10.5,0.9953,0.16,9.0,6
9.4,0.9938,0.29,37.0,6
9.2,0.9956,0.27,53.0,6
11.9,0.9906,0.55,56.0,5
9.2,0.9956,0.27,53.0,6
9.9,0.9932,0.24,24.0,6
11.4,0.9914,0.33,20.0,6
9.4,0.9938,0.29,37.0,6
10.7,996.0,0.34,55.0,6
12.7,0.9906,0.39,27.0,5
13.5,0.98815,0.41,10.0,7
9.5,0.9942,0.41,39.0,5
12.9,0.9903,0.26,31.0,9
12.5,0.9906,0.32,44.0,6
9.5,0.9935,0.19,44.0,7
8.6,1.0024,0.27,59.0,5
10.0,0.9968,0.2,46.0,7
12.5,0.9906,0.32,44.0,6
10.1,0.9941,0.26,19.0,6
11.3,0.9919,0.26,28.0,7
10.6,0.9928,0.14,42.0,7
10.8,0.9958,0.29,40.0,5
10.7,0.9932,0.19,42.0,6
9.0,0.9957,0.34,61.0,6
9.2,0.9937,0.2,17.0,6
8.5,0.9982,0.37,53.0,6
11.3,0.9928,0.22,31.0,8
11.3,0.9919,0.26,28.0,7
9.4,0.9956,0.32,17.0,5
8.7,0.9957,0.44,16.0,6
9.4,0.9954,0.14,22.0,6
10.5,993.0,0.17,46.0,7
9.7,0.9954,0.26,37.0,6
10.2,0.9987,0.22,52.0,6
9.4,0.9956,0.32,17.0,5
11.5,0.9928,0.2,14.0,6
9.6,0.9951,0.15,21.0,6
11.4,993.0,0.25,6.0,5
11.5,0.9928,0.2,14.0,6
12.2,0.9926,0.28,28.0,8
11.0,0.9938,0.19,15.0,7
9.2,1.0001,0.25,50.0,6
10.2,0.9933,0.14,21.0,6
10.0,0.9952,0.49,29.0,5
9.7,0.9934,0.12,43.0,6
9.2,0.9988,0.47,42.0,5
10.5,993.0,0.22,26.0,5
10.0,0.9952,0.49,29.0,5
10.1,0.9948,0.22,42.0,6
9.1,0.9998,0.19,50.0,7
10.2,0.9971,0.3,50.0,7
9.1,0.9998,0.19,50.0,7
10.5,0.9962,0.24,50.0,7
10.1,0.9948,0.22,42.0,6
12.1,0.99,0.21,20.0,7
10.2,0.9942,0.3,31.0,5
9.4,0.9965,0.26,39.0,4
12.8,0.9912,0.31,27.0,7
9.0,0.9978,0.42,48.0,6
10.9,0.9928,0.29,29.0,4
8.8,1.0103,0.33,35.0,6
9.0,0.9956,0.46,19.0,5
10.2,0.9936,0.28,27.0,5
9.2,0.9929,0.15,21.0,5
11.3,0.9966,0.4,34.0,6
8.8,0.9964,0.31,52.0,5
9.3,996.0,325.0,53.0,5
9.4,0.9959,0.27,62.0,6
10.3,0.9954,0.26,54.0,6
10.8,0.9914,0.21,30.0,7
8.8,1.0103,0.33,35.0,6
9.0,1.0004,0.28,32.0,4
11.5,0.9911,0.13,48.0,8
10.8,0.9938,445.0,8.0,5
11.8,0.9927,0.39,33.0,6
10.5,0.9922,0.18,20.0,7
9.9,0.9924,0.31,10.0,6
9.8,0.9963,0.24,33.0,6
11.4,0.9936,0.35,27.0,7
9.3,0.9951,0.26,41.0,5
9.3,0.9951,0.27,35.0,5
10.3,0.9955,0.22,82.0,6
8.9,0.9961,0.27,65.0,5
11.4,0.9936,0.35,27.0,7
11.1,992.0,0.23,60.0,6
10.4,0.9944,0.3,42.0,6
10.1,0.9944,0.35,18.0,5
9.0,1.0008,0.32,44.0,5
11.9,0.9962,0.31,49.0,6
9.0,0.9986,0.25,55.0,7
9.0,0.9986,0.25,55.0,7
9.1,1.0,0.26,41.5,7
9.0,0.9986,0.25,55.0,7
10.0,0.9982,0.26,42.0,5
9.1,1.0,0.26,41.5,7
9.4,0.9949,0.25,118.5,3
11.4,0.9915,0.16,28.0,6
9.7,0.9951,0.43,7.0,4
9.0,0.9986,0.25,55.0,7
11.8,0.9927,0.24,41.0,6
10.2,0.9955,265.0,54.0,5
9.2,0.9952,0.12,47.0,6
11.0,0.9928,0.21,35.0,6
10.0,0.9982,0.32,47.0,6
12.2,0.9914,0.18,39.0,6
11.8,0.9927,0.24,41.0,6
11.6,0.9918,0.26,35.0,6
10.2,0.9944,0.26,25.0,6
10.3,0.9969,0.29,43.0,5
8.6,0.9955,0.27,6.0,4
9.6,0.9954,0.33,27.0,5
9.6,0.9955,0.31,25.0,5
11.3,0.9921,0.25,32.0,6
9.9,0.9934,0.24,38.0,6
9.6,0.9998,0.26,48.0,5
10.6,0.9946,0.61,25.0,4
9.8,0.9984,0.22,50.0,5
10.5,0.9924,0.31,10.0,5
10.8,0.9939,0.2,31.0,5
10.0,995.0,0.18,25.0,6
10.1,0.9957,0.34,23.0,6
9.4,0.9953,0.3,35.0,5
11.5,0.9912,0.18,43.0,8
10.8,0.9939,0.21,29.0,6
9.9,0.9921,0.27,19.0,6
9.0,0.9954,0.2,28.0,4
9.4,0.9933,0.23,24.0,6
10.8,0.9941,0.2,30.0,7
10.9,995.0,0.15,24.0,7
12.0,0.9977,0.4,33.0,6
11.5,0.9912,0.18,43.0,8
10.5,0.9945,0.13,31.0,6
9.3,0.9952,0.17,55.0,6
11.8,0.9924,0.3,28.0,6
10.0,0.9986,445.0,68.0,6
9.4,0.9953,0.3,35.0,5
11.4,0.9939,0.22,45.0,6
10.4,0.9929,0.23,40.0,6
9.5,0.9988,0.34,68.0,6
11.9,0.9906,545.0,48.0,5
11.1,0.9914,0.3,49.0,6
9.6,0.9978,0.16,50.0,6
12.0,0.9928,0.32,56.0,6
8.7,0.9948,0.22,15.0,5
9.6,0.9978,0.16,50.0,6
10.0,0.9946,0.15,19.0,5
11.4,0.9908,0.29,4.0,4
9.6,0.9954,0.37,23.0,6
12.9,0.9906,0.38,28.0,6
9.7,0.99705,0.25,47.0,6
9.3,0.9982,0.3,33.0,6
9.1,0.9932,0.22,52.0,5
8.6,0.9977,0.34,46.0,5
9.9,994.0,0.22,33.0,5
9.3,0.9982,0.3,33.0,6
10.9,0.9929,0.27,20.0,5
10.2,0.9924,0.17,45.0,6
9.7,0.9966,0.18,44.0,6
11.4,0.9921,0.16,40.0,7
9.5,0.9967,255.0,53.0,6
10.2,0.9934,0.23,43.0,7
11.1,0.9914,0.16,33.0,6
9.7,0.99705,0.25,47.0,6
9.3,0.9961,0.27,54.0,5
8.8,0.9967,0.29,56.0,5
10.6,0.9926,0.21,12.0,5
9.3,0.99605,0.62,81.0,5
10.2,0.99435,0.28,67.0,6
10.2,0.9948,0.3,31.0,6
11.0,0.9916,0.17,20.0,7
9.6,997.0,0.21,18.0,6
9.3,0.9961,0.27,54.0,5
8.8,0.9967,0.29,56.0,5
8.8,0.9961,0.32,56.0,5
8.9,0.9955,0.32,50.0,5
10.0,0.9922,0.37,58.0,5
12.2,0.9918,0.43,33.0,7
10.9,0.9955,0.39,33.0,6
9.5,0.9941,0.18,40.0,6
10.9,0.9955,0.4,32.0,6
10.9,0.9955,0.39,33.0,6
10.8,0.9924,0.19,33.0,6
12.0,0.9973,0.49,28.0,6
9.8,999.0,0.25,42.0,5
9.5,0.9941,0.18,40.0,6
11.0,0.9922,0.15,43.0,8
11.0,0.9922,0.15,43.0,8
9.8,0.9953,0.17,47.0,5
10.5,0.9945,0.32,13.0,4
11.4,0.9945,0.21,73.0,6
10.1,0.9957,0.45,17.0,6
11.6,0.9932,0.24,54.0,7
11.4,0.9945,0.21,73.0,6
11.8,0.9913,0.33,29.0,7
12.1,0.9909,0.26,50.0,7
12.0,0.9939,0.36,37.0,5
12.1,991.0,0.2,26.0,7
9.1,0.9954,0.16,26.0,5
9.3,0.9943,0.33,25.0,5
10.4,993.0,0.22,21.0,6
9.1,1.0002,0.35,42.0,5
9.4,0.9946,0.37,23.0,5
9.6,0.9953,0.37,22.0,6
12.0,0.9918,0.37,27.0,5
11.3,0.9936,0.25,37.0,8
8.7,0.9984,0.23,56.0,6
9.9,0.9956,0.26,35.0,6
9.3,0.9966,0.3,57.0,6
9.5,0.9942,0.16,14.0,5
8.7,0.9984,0.23,56.0,6
9.9,0.9956,0.26,35.0,6
9.3,0.9966,0.3,57.0,6
9.4,0.9974,0.33,29.0,5
9.4,0.9944,0.38,9.0,5
8.8,1.0008,0.2,60.0,6
9.4,0.9974,0.33,29.0,5
8.8,1.0008,0.2,60.0,6
9.9,0.9928,0.36,39.0,6
9.4,0.9944,0.38,9.0,5
12.6,0.9908,0.46,24.0,6
11.1,0.9917,0.15,18.0,6
12.8,0.9911,0.42,31.0,7
12.0,0.9912,0.3,10.0,6
12.0,0.9953,0.27,34.0,7
9.2,0.9932,0.5,46.0,4
12.3,0.9896,0.26,27.0,6
13.0,0.9889,0.33,38.0,6
12.0,0.9912,0.3,10.0,6
10.9,0.9926,0.29,23.0,5
12.8,0.9911,0.42,31.0,7
10.0,0.9964,0.19,34.0,6
9.0,0.9974,0.32,35.0,5
10.4,0.9944,0.32,13.0,5
9.0,0.9974,0.32,35.0,5
10.0,0.9964,0.19,34.0,6
10.0,0.9963,0.17,35.0,6
11.3,0.9948,0.44,41.0,7
11.3,0.9948,0.44,41.0,7
12.0,0.9953,0.49,34.0,7
11.3,0.9948,0.44,41.0,7
12.0,0.9953,0.49,34.0,7
10.6,0.9949,0.21,43.0,6
9.3,0.9988,0.55,37.0,5
9.4,0.9954,0.19,27.0,6
11.0,992.0,0.24,37.0,7
9.3,0.9984,0.34,53.0,6
9.4,0.9954,0.19,27.0,6
10.5,0.9926,0.18,24.0,5
11.0,992.0,0.24,37.0,7
9.5,0.9976,0.18,96.0,6
11.2,0.9972,0.28,32.0,6
12.3,991.0,0.34,21.0,6
9.0,998.0,0.44,44.0,5
9.0,0.9966,0.26,62.0,5
9.0,998.0,0.44,44.0,5
9.0,1.0007,0.49,34.0,5
11.4,992.0,0.24,48.0,6
11.0,0.9925,0.25,50.0,7
12.3,991.0,0.34,21.0,6
10.4,0.9934,0.18,36.0,7
10.3,0.9955,0.27,16.0,5
10.5,0.9944,0.24,44.0,7
9.8,0.9981,0.22,83.0,6
10.0,0.9968,0.91,34.0,4
9.7,0.9946,0.34,13.0,5
9.7,0.9946,0.33,14.0,5
9.8,0.9981,0.22,83.0,6
10.5,0.9946,0.18,57.0,6
10.0,997.0,0.2,78.0,6
11.5,0.9924,0.13,22.0,7
9.5,0.9958,0.28,57.0,5
10.5,994.0,0.25,25.0,6
10.2,0.9958,0.36,28.0,6
9.8,0.9984,0.27,45.0,6
11.6,0.9948,0.37,34.0,6
11.8,0.9932,0.21,41.0,7
10.1,0.9952,0.18,41.0,7
10.3,0.9924,0.19,35.0,6
10.4,0.9945,0.21,38.0,6
8.9,0.9976,0.33,26.0,5
8.9,0.9976,0.33,26.0,5
10.8,0.9938,0.29,37.0,5
9.2,0.9997,0.31,16.0,5
9.6,994.0,0.19,48.0,6
10.4,0.9921,0.2,21.0,6
8.7,0.9986,0.25,41.0,6
9.2,0.9987,0.2,14.0,6
9.2,0.9991,0.3,45.0,5
9.2,0.9987,0.2,14.0,6
9.2,0.9991,0.3,45.0,5
9.2,0.9991,0.3,45.0,5
10.2,0.9948,0.22,34.0,5
9.2,0.9987,0.2,14.0,6
9.0,993.0,0.53,39.0,5
9.7,0.9988,0.24,41.0,5
9.6,1.0,0.24,50.0,5
10.0,0.9932,0.15,24.0,5
9.2,0.9991,0.3,45.0,5
9.1,0.9989,0.33,44.0,5
8.7,1.0,0.24,40.0,5
8.7,1.0,0.24,40.0,5
9.5,0.9952,0.35,31.0,5
9.5,0.9969,0.26,73.0,6
8.9,0.9966,0.29,53.0,6
8.9,0.9966,0.29,53.0,6
9.9,0.9976,0.31,15.0,6
12.6,0.99,0.44,41.0,7
9.7,0.9988,0.23,45.0,6
10.4,0.9942,0.21,14.0,5
9.1,0.9984,0.23,26.0,6
10.4,0.9932,0.34,25.0,5
9.5,0.9969,0.26,73.0,6
8.9,0.9966,0.29,53.0,6
10.6,0.9933,0.28,16.0,5
12.0,0.9916,0.37,64.0,7
12.5,0.9914,0.36,26.0,7
9.6,0.9966,0.13,40.0,5
9.2,0.9958,0.25,54.0,5
9.9,0.9926,0.18,20.0,6
11.7,0.9939,0.3,20.0,6
9.6,0.9953,0.23,21.0,6
12.0,0.9906,0.43,27.0,6
12.5,0.9914,0.36,26.0,7
9.2,0.9958,0.25,54.0,5
9.9,0.9926,0.18,20.0,6
8.9,0.9991,0.35,54.0,6
9.0,0.9994,0.22,56.0,6
10.2,0.9976,0.26,52.5,7
9.6,0.9966,0.13,40.0,5
9.4,0.9953,0.12,27.0,5
10.4,0.9923,0.37,10.0,5
10.4,993.0,0.26,6.0,4
10.0,0.9931,0.2,15.0,6
10.0,0.9932,0.22,14.0,6
10.5,0.9926,0.25,46.0,5
11.4,0.9938,0.27,47.0,6
10.2,0.9966,0.34,46.0,5
10.4,0.9974,0.27,49.0,6
11.0,0.9924,0.49,146.5,3
10.1,0.9948,0.71,15.0,6
9.2,0.9964,0.47,27.0,5
10.3,0.9924,0.28,25.0,6
10.2,0.9966,0.34,46.0,5
10.4,0.9974,0.27,49.0,6
11.1,0.9938,0.13,34.0,7
9.9,0.9928,0.16,27.0,5
9.0,0.9959,0.31,35.0,5
8.6,1.0001,0.36,35.0,5
9.0,0.9959,0.31,35.0,5
8.6,1.0001,0.36,35.0,5
9.5,0.9968,0.25,48.0,5
9.0,0.9932,0.45,61.0,5
10.0,0.9954,0.26,39.0,6
9.0,0.9992,0.22,57.0,6
9.0,0.9932,0.45,61.0,5
10.2,0.9939,0.19,37.0,7
9.6,0.9952,0.31,29.0,5
9.7,0.9996,0.25,49.0,5
10.2,0.9966,1.005,34.0,4
13.0,0.9925,0.31,29.0,7
10.8,996.0,0.24,49.0,6
9.7,0.9996,0.25,49.0,5
9.0,0.9973,0.29,66.0,5
9.9,0.9937,0.15,16.0,5
9.2,0.9966,0.12,22.0,6
8.7,1.0017,0.32,53.0,6
10.1,993.0,0.17,13.0,5
10.1,993.0,0.17,13.0,5
9.5,0.9959,0.21,21.0,5
9.9,0.9958,0.21,11.0,5
8.7,1.0017,0.32,53.0,6
9.0,0.9958,0.31,50.0,5
8.6,0.9979,0.27,50.0,6
10.5,0.9941,0.21,13.0,6
9.5,997.0,0.23,53.0,7
10.1,0.9934,0.2,41.0,6
11.7,0.9927,0.41,49.0,7
10.7,0.9944,0.49,32.0,6
11.7,0.9927,0.41,49.0,7
9.2,0.9963,0.2,37.0,5
8.8,1.0011,0.26,33.0,5
8.8,1.0011,0.26,33.0,5
9.5,0.9959,0.27,76.0,6
10.2,0.9973,0.28,35.0,5
9.1,0.9966,0.2,30.0,6
10.5,0.9932,0.33,23.0,6
9.0,0.9984,0.38,57.0,6
8.9,999.0,0.2,53.0,8
8.9,999.0,0.2,53.0,8
8.9,999.0,0.2,53.0,8
8.9,999.0,0.2,53.0,8
8.9,999.0,0.2,53.0,8
9.1,1.0006,0.19,48.0,6
10.1,0.9937,0.16,27.0,6
10.0,0.9954,0.22,57.0,5
9.5,997.0,0.22,63.0,6
12.3,0.9912,0.33,30.0,7
9.1,0.9939,0.43,5.0,4
8.9,999.0,0.2,53.0,8
9.6,0.9957,0.12,17.0,5
11.6,0.9926,0.3,33.0,6
8.8,0.9994,0.28,47.0,6
8.9,1.0004,0.2,51.0,6
8.8,0.9994,0.28,47.0,6
8.9,1.0004,0.2,51.0,6
8.9,1.0004,0.2,51.0,6
9.0,1.0002,0.18,32.0,6
10.0,0.9922,0.31,56.0,5
10.0,0.9922,0.31,58.0,5
11.1,0.9934,0.17,43.0,6
11.6,0.9926,0.3,33.0,6
10.6,0.9941,0.26,58.0,6
8.8,0.9994,0.28,47.0,6
8.9,1.0004,0.2,51.0,6
10.1,0.9924,0.18,16.0,6
10.0,0.9948,0.15,21.0,5
12.2,0.9935,0.4,27.0,7
11.0,0.9918,0.25,20.0,6
10.0,0.9948,0.15,21.0,5
11.1,0.9924,0.18,37.0,5
10.4,0.9979,0.32,38.0,6
11.8,993.0,0.55,14.0,5
10.8,994.0,0.19,22.0,6
12.5,991.0,0.41,28.0,7
11.8,993.0,0.55,14.0,5
11.6,0.9922,0.2,12.0,7
10.4,0.9979,0.32,38.0,6
11.5,0.9937,0.26,36.0,6
10.1,0.9928,0.21,46.0,6
9.2,0.9965,0.34,45.0,6
10.1,0.9928,0.21,46.0,6
9.2,0.9991,0.43,29.0,5
8.9,0.9948,0.3,44.0,5
10.1,0.9925,0.26,5.0,5
8.9,0.9958,0.32,51.0,5
9.7,0.9962,0.21,33.0,6
9.2,0.9965,0.34,45.0,6
11.0,0.9951,0.42,22.0,6
10.7,0.9944,0.29,32.0,5
10.8,0.9916,0.25,29.0,6
9.8,0.9987,0.23,50.0,5
11.0,0.9928,0.35,11.0,5
10.4,0.9926,0.2,18.0,5
10.2,0.9934,0.27,20.0,6
10.7,0.9944,0.29,32.0,5
9.0,0.9949,0.14,22.0,5
10.6,0.9926,0.24,11.0,5
9.5,997.0,0.3,56.0,6
9.0,0.9949,0.14,22.0,5
9.2,0.9948,0.13,22.0,6
11.0,992.0,0.18,30.0,6
9.9,0.9964,385.0,22.0,6
10.6,0.9926,0.24,11.0,5
9.3,0.9982,0.33,22.0,5
9.6,0.9955,0.34,28.0,5
9.5,0.9955,0.33,29.0,5
9.7,0.9958,0.28,32.0,7
9.7,0.9997,0.23,15.0,3
8.7,1.0001,0.21,41.0,5
8.7,1.0001,0.21,41.0,5
12.4,0.9918,485.0,19.0,5
12.4,0.9918,485.0,19.0,5
10.6,0.9931,0.29,27.0,6
8.7,1.0001,0.21,41.0,5
12.0,0.9926,0.31,20.0,7
9.0,0.9966,0.29,45.0,5
8.8,0.9932,0.46,31.0,5
9.5,0.9969,0.28,58.0,5
10.8,0.9925,0.23,23.0,6
11.4,0.9914,0.17,34.0,5
10.3,996.0,0.18,38.0,5
9.5,0.9952,0.22,51.0,6
9.9,0.9934,0.27,21.0,5
10.2,0.9939,0.28,25.0,5
10.2,0.9939,0.29,26.0,5
11.0,0.9906,0.32,26.0,6
12.1,0.9901,0.33,25.0,7
9.1,0.9948,0.34,25.0,6
9.5,995.0,0.19,31.0,6
9.5,0.9953,0.23,43.0,5
9.8,0.9953,0.27,57.0,5
9.5,0.9952,0.22,51.0,6
10.3,996.0,0.18,38.0,5
9.6,0.9948,0.36,10.0,5
10.2,0.9951,0.22,39.0,6
10.5,0.9931,0.17,25.0,6
10.4,0.9962,0.45,17.0,4
9.6,0.9948,0.36,10.0,5
10.7,0.9959,0.42,18.0,5
10.5,0.9962,0.33,25.0,6
10.6,0.9958,0.3,14.0,5
9.6,0.9948,0.17,47.0,6
9.6,0.9948,0.17,47.0,6
9.5,994.0,0.17,17.0,5
9.4,0.9942,0.17,48.0,6
9.8,0.9942,0.15,29.0,6
9.6,0.9948,0.17,47.0,6
9.2,0.9964,0.25,51.0,5
9.5,0.9958,0.24,53.0,5
9.2,0.9932,0.76,27.0,5
9.4,0.9986,0.22,22.0,5
9.4,0.9986,0.22,22.0,5
9.3,0.9988,0.28,33.0,5
9.1,0.9953,0.32,5.0,5
9.5,0.9983,0.24,31.0,5
9.1,1.0,0.18,72.0,6
10.6,0.9951,0.16,43.0,5
9.5,0.9983,0.24,31.0,5
12.4,0.9906,0.28,16.0,6
8.7,0.9981,0.34,28.0,5
8.8,0.9936,0.27,35.0,5
10.6,0.9951,0.16,43.0,5
9.1,0.9953,0.32,5.0,5
9.0,1.0005,0.24,40.0,5
10.3,0.9972,0.24,46.0,6
9.1,1.0,0.18,72.0,6
9.5,0.9969,0.23,59.0,6
8.8,1.0001,0.22,44.0,5
8.8,1.0001,0.22,44.0,5
8.8,1.0001,0.22,44.0,5
9.9,0.9934,0.33,20.0,5
9.5,0.9969,0.23,59.0,6
8.8,1.0001,0.22,44.0,5
11.7,0.9902,0.2,19.0,4
10.8,993.0,0.26,26.0,5
12.0,0.9914,0.2,18.0,6
10.3,0.9941,0.16,14.0,4
9.0,0.9967,0.25,47.0,5
12.2,0.9918,0.39,36.0,7
9.9,998.0,0.26,59.0,5
9.0,0.9967,0.25,47.0,5
12.2,0.9918,0.39,36.0,7
10.1,0.9957,0.28,42.0,5
9.3,0.9986,0.43,23.0,5
9.5,0.9958,0.33,50.5,5
9.2,0.9948,0.5,36.0,6
11.7,0.9918,0.28,15.0,5
11.0,0.9923,0.35,21.0,5
9.6,0.9998,0.22,49.0,6
9.6,0.9998,0.22,49.0,6
11.9,0.9914,0.24,22.0,6
10.8,0.9939,0.26,38.0,6
10.1,0.9966,0.16,41.0,5
10.9,995.0,0.18,31.0,6
10.1,0.9966,0.16,41.0,5
10.4,994.0,0.24,19.0,5
9.2,0.9972,0.33,12.0,5
9.6,0.9998,0.28,31.0,5
9.6,0.9998,0.28,31.0,5
9.0,0.9982,0.26,64.0,5
11.5,0.9924,0.14,18.0,7
10.2,0.9972,0.21,53.0,6
9.9,997.0,0.2,49.0,6
9.6,0.9954,115.0,26.0,6
10.6,0.9962,0.29,20.0,5
9.2,0.9972,0.33,12.0,5
11.8,0.9921,0.24,31.0,6
12.2,0.9905,0.24,36.0,6
9.6,0.9998,0.28,31.0,5
10.6,993.0,0.22,15.0,6
10.3,0.9941,0.18,23.0,6
10.2,0.9994,0.93,34.0,4
10.7,0.9962,0.29,33.0,5
11.7,992.0,0.28,9.0,4
12.0,0.9922,0.25,31.0,6
10.6,994.0,0.18,26.0,6
12.2,0.9897,0.24,6.0,4
11.0,0.9954,0.33,29.0,6
12.4,0.99,0.37,29.0,7
9.4,0.9948,0.49,19.0,6
12.0,0.9922,0.25,31.0,6
11.6,998.0,0.22,55.0,5
9.4,0.9944,0.35,15.0,5
9.4,0.9944,0.35,15.0,5
9.1,0.9986,0.19,48.5,7
9.1,0.9986,0.19,48.5,7
9.1,0.9986,0.19,48.5,7
9.1,0.9986,0.19,48.5,7
9.1,0.9986,0.19,48.5,7
9.2,996.0,0.32,11.0,5
9.2,0.9999,0.32,43.0,5
9.1,0.9986,0.19,48.5,7
9.1,0.9986,0.19,48.5,7
9.2,996.0,0.32,11.0,5
9.0,0.9951,0.34,23.0,7
9.2,0.9999,0.32,43.0,5
10.8,993.0,0.24,33.0,6
9.5,0.9982,0.36,29.0,6
11.0,992.0,0.29,30.0,6
10.0,0.9963,0.32,37.0,5
9.5,995.0,0.3,38.0,5
10.1,0.9956,0.33,29.0,6
9.5,997.0,0.18,24.0,7
9.5,0.9936,0.39,14.0,5
9.5,0.9935,0.25,13.0,5
9.4,0.9963,0.18,24.0,6
9.4,0.9967,0.18,36.0,6
12.7,0.9912,0.27,29.0,6
9.7,0.9981,0.23,34.0,5
9.7,0.9966,0.28,31.0,6
9.4,0.9967,0.18,36.0,6
9.4,0.9963,0.18,24.0,6
9.5,0.9935,0.25,13.0,5
11.7,0.9902,0.22,20.0,6
11.7,0.99,0.18,26.0,6
9.7,996.0,0.26,53.0,5
9.5,0.9966,0.25,77.0,6
9.1,0.9962,0.24,31.0,5
10.3,994.0,0.28,23.0,6
9.7,996.0,0.26,53.0,5
9.9,994.0,0.24,14.0,5
9.9,0.9944,0.27,19.0,5
10.2,0.9974,0.39,35.0,5
12.1,996.0,0.24,16.0,6
11.3,0.9922,0.23,36.0,7
11.4,0.9917,0.26,13.0,5
12.2,0.9918,0.32,24.0,6
9.9,0.9936,0.24,53.0,7
10.3,0.9938,0.21,35.0,6
12.2,0.9918,0.32,24.0,6
10.4,0.9939,0.17,23.0,6
11.4,0.9917,0.26,13.0,5
9.9,0.9981,0.28,32.0,6
10.0,0.9941,0.3,16.0,5
11.5,0.9928,0.25,18.0,6
10.5,0.9952,0.28,29.0,6
